,how_many,0.0,0.001,5.0,15.001
40207,3,0,0,1,0
40237,3,0,1,0,0
40253,5,0,0,1,0
40261,11,0,0,1,0
40269,14,0,0,1,0
40274,25,0,1,0,0
40279,2,1,0,0,0
40288,2,1,0,0,0
40291,2,0,0,1,0
40295,1,1,0,0,0
40391,2,0,0,0,1
40400,1,0,0,0,1
40408,5,0,0,0,1
40420,7,0,0,0,1
40427,8,0,0,0,1
40434,7,0,0,0,1
40443,2,0,1,0,0
40783,1,0,0,1,0
40800,3,1,0,0,0
40978,11,1,0,0,0
40995,2,1,0,0,0
41054,2,0,0,0,1
41066,2,0,0,0,1
41147,3,0,0,0,1
41168,17,0,1,0,0
41177,17,0,1,0,0
41183,15,1,0,0,0
41189,7,1,0,0,0
41205,7,0,0,1,0
41208,4,0,0,1,0
41211,21,0,0,1,0
41216,32,0,1,0,0
41226,4,0,0,1,0
41227,16,0,0,0,0
41231,16,0,1,0,0
41237,20,0,0,1,0
41315,2,0,0,0,1
41323,4,0,0,0,1
41340,6,0,0,0,1
41346,14,0,0,0,1
41353,27,0,0,0,1
41358,7,0,0,0,1
41365,45,0,0,0,1
41376,5,0,1,0,0
41383,2,0,0,0,1
41393,2,1,0,0,0
41460,3,0,0,1,0
41468,7,0,0,1,0
41477,13,0,0,1,0
41486,19,0,0,1,0
41490,10,0,0,1,0
41500,6,0,0,1,0
41518,1,0,0,1,0
41527,2,0,0,1,0
41539,6,0,0,1,0
41546,3,0,1,0,0
41557,5,0,1,0,0
41567,1,1,0,0,0
41574,3,1,0,0,0
41693,1,0,0,0,1
41694,5,0,0,0,1
41709,2,0,0,0,1
41748,4,0,1,0,0
41757,2,0,1,0,0
41773,30,0,1,0,0
41833,3,0,1,0,0
41852,2,0,1,0,0
41859,2,0,0,1,0
41869,5,0,0,1,0
41873,3,0,0,1,0
41877,6,0,0,0,1
41883,8,0,0,0,1
41892,18,0,0,0,1
41901,14,0,0,0,1
41915,18,0,0,1,0
41916,14,0,0,1,0
41930,16,0,1,0,0
41938,6,1,0,0,0
41943,8,1,0,0,0
41956,6,1,0,0,0
42102,8,0,0,0,1
42114,24,0,1,0,0
42124,24,1,0,0,0
42139,5,1,0,0,0
42152,1,1,0,0,0
42283,6,0,0,1,0
42297,20,0,0,1,0
42306,18,0,0,0,1
42322,15,0,0,0,1
42333,25,0,0,0,1
42348,40,0,0,0,1
42359,40,0,0,0,1
42363,30,0,0,0,1
42379,30,0,0,0,1
42384,50,0,0,0,1
42394,40,0,0,0,1
42406,35,0,0,1,0
42423,50,1,0,0,0
42433,22,1,0,0,0
42449,10,0,0,0,1
42517,1,0,1,0,0
42531,43,0,0,1,0
42552,2,0,0,1,0
42573,2,0,0,1,0
42589,11,0,0,1,0
42610,3,0,0,0,1
42623,3,0,0,0,1
42648,3,0,0,0,1
42663,3,0,0,0,1
42676,3,0,0,0,1
42722,3,0,1,0,0
42738,2,1,0,0,0
42753,2,1,0,0,0
42789,2,1,0,0,0
42794,1,1,0,0,0
42828,2,1,0,0,0
43005,1,0,1,0,0
43048,4,0,0,1,0
43088,4,0,1,0,0
43096,12,0,1,0,0
43274,1,0,0,1,0
43316,2,1,0,0,0
43358,15,0,1,0,0
43378,28,0,0,1,0
43389,18,0,0,1,0
43396,34,0,0,1,0
43423,47,0,0,0,1
43427,42,0,0,0,1
43445,31,0,0,0,1
43453,34,0,0,0,1
43469,18,0,0,0,1
43472,38,0,0,0,1
43483,7,0,0,0,1
43495,5,0,0,0,1
43512,86,1,0,0,0
43651,24,0,0,1,0
44647,2,0,0,0,1
44655,2,0,0,0,1
44665,12,0,0,0,0
44672,10,0,0,0,1
44680,20,0,0,0,1
44695,16,0,0,0,1
44698,14,0,0,0,1
44712,15,0,0,0,1
44719,20,0,0,1,0
44720,4,0,1,0,0
44733,2,1,0,0,0
44895,6,0,0,0,1
44902,6,0,0,1,0
44912,6,0,1,0,0
44981,4,0,0,0,1
44990,1,0,0,0,1
45005,8,0,0,0,1
45012,15,0,0,0,1
45034,2,0,0,0,1
45039,1,0,0,0,1
45061,2,0,0,0,1
45071,1,0,0,0,1
45081,3,0,0,0,1
45089,5,0,0,0,0
45095,18,0,0,0,1
45107,20,0,0,0,1
45112,20,0,0,0,1
45119,25,0,0,0,1
45128,25,0,0,0,1
45144,10,0,0,0,1
45147,15,0,0,0,1
45160,20,0,0,0,1
45168,30,0,0,0,1
45180,30,0,0,0,1
45183,40,0,0,0,1
45197,50,0,0,0,1
45208,20,0,0,0,1
45219,50,0,0,0,1
45228,40,0,0,0,1
45245,8,0,1,0,0
45256,15,0,0,1,0
45334,3,0,1,0,0
45373,1,1,0,0,0
45384,6,0,1,0,0
45396,1,0,1,0,0
45404,40,0,1,0,0
45419,14,0,0,1,0
45425,4,0,1,0,0
45433,15,1,0,0,0
45845,2,0,0,1,0
45853,2,0,0,1,0
45871,1,0,0,0,1
46680,1,0,1,0,0
46836,6,0,0,1,0
46845,2,0,0,1,0
46852,6,0,0,1,0
46861,6,0,0,1,0
46868,4,0,0,1,0
46879,4,0,0,1,0
46887,3,0,1,0,0
46893,2,1,0,0,0
46907,1,1,0,0,0
46968,1,0,1,0,0
47424,1,0,0,1,0
47556,2,0,0,1,0
47854,1,1,0,0,0
47872,1,0,0,0,1
47878,4,0,0,0,1
47884,4,0,0,0,1
48196,15,0,0,1,0
48217,30,0,0,1,0
48221,29,0,0,1,0
48253,28,0,0,1,0
48267,50,0,0,1,0
48281,30,0,0,1,0
48293,32,0,0,1,0
48311,25,0,0,0,1
48316,48,0,0,1,0
48340,47,0,0,1,0
48356,20,1,0,0,0
48370,28,0,0,1,0
48386,18,1,0,0,0
48448,8,0,1,0,0
48465,15,0,0,0,1
48468,8,0,0,0,1
48477,18,0,0,0,1
48479,15,0,0,0,1
48485,12,0,0,0,1
49054,1,0,1,0,0
49069,2,0,0,0,1
49084,6,0,0,1,0
49096,11,0,0,1,0
49103,19,0,0,1,0
49121,33,0,0,1,0
49133,48,0,0,1,0
49149,65,0,0,0,1
49172,72,0,0,0,1
49182,63,0,0,1,0
49192,114,0,0,1,0
49209,137,0,0,0,0
49220,85,0,0,1,0
49241,155,1,0,0,0
49266,5,0,0,0,0
49364,12,0,0,0,1
49373,4,0,0,0,1
49395,1,0,0,0,1
49409,5,0,0,0,1
49420,10,0,0,0,1
49421,2,0,0,0,1
49452,12,0,0,0,1
49456,3,0,0,1,0
49470,8,0,1,0,0
49489,12,0,1,0,0
49506,20,0,1,0,0
49594,2,0,1,0,0
49671,2,0,0,1,0
49682,1,0,0,1,0
49706,2,0,0,0,1
50064,1,0,1,0,0
50355,8,0,1,0,0
50361,19,0,0,1,0
50378,70,0,1,0,0
50389,65,0,1,0,0
50408,100,1,0,0,0
50409,38,1,0,0,0
50434,18,1,0,0,0
50445,18,1,0,0,0
50460,3,1,0,0,0
50658,1,0,0,1,0
50672,5,1,0,0,0
50681,5,1,0,0,0
50698,5,1,0,0,0
50708,9,1,0,0,0
50734,6,0,0,0,1
50830,3,0,0,1,0
50839,15,0,0,1,0
50843,30,1,0,0,0
50855,6,0,1,0,0
50866,3,1,0,0,0
50870,2,1,0,0,0
50968,4,0,0,0,1
50972,1,0,0,0,1
50986,22,0,0,0,1
51000,35,1,0,0,0
51006,18,0,1,0,0
51023,16,0,0,0,1
51027,11,0,0,1,0
51036,20,0,0,0,1
51053,30,0,0,0,1
51061,15,0,0,0,1
51069,20,0,0,0,1
51084,30,0,0,0,1
51096,25,0,0,0,1
51105,15,0,0,0,1
51127,6,0,0,0,1
51133,1,0,0,1,0
51154,5,0,0,1,0
51158,55,0,1,0,0
51278,8,0,0,0,0
51421,2,1,0,0,0
51437,3,1,0,0,0
51557,1,0,0,0,1
51576,1,0,0,1,0
51592,2,0,0,1,0
51671,2,0,0,1,0
51718,2,0,0,0,1
51797,27,1,0,0,0
51818,23,1,0,0,0
51853,13,1,0,0,0
52724,1,0,1,0,0
52745,12,1,0,0,0
52867,12,0,0,0,1
52882,3,0,0,1,0
52892,15,0,0,1,0
52913,5,0,0,0,1
52914,4,0,0,0,1
52932,2,0,0,0,1
52961,8,1,0,0,0
53052,4,0,0,0,1
53071,5,0,0,0,1
53202,6,0,0,1,0
53205,5,0,0,0,1
53220,6,0,0,0,1
53228,6,0,0,0,1
53236,10,0,0,1,0
53244,4,0,0,1,0
53249,8,1,0,0,0
53260,2,1,0,0,0
53439,1,1,0,0,0
53900,3,0,0,1,0
53906,18,0,0,0,1
53928,11,0,0,0,1
53941,3,0,0,1,0
53951,10,0,0,1,0
54001,8,1,0,0,0
54013,9,1,0,0,0
54021,9,1,0,0,0
54033,17,1,0,0,0
54043,20,0,0,0,1
54065,15,0,0,1,0
54314,2,0,1,0,0
54601,5,0,0,1,0
54610,1,0,1,0,0
54660,1,1,0,0,0
54744,6,0,1,0,0
54752,1,0,0,1,0
54762,20,0,1,0,0
54765,3,0,0,0,1
54772,40,0,0,1,0
54781,25,0,0,0,1
54789,25,0,0,0,1
54790,30,0,0,0,1
54801,30,0,0,0,1
54808,25,0,0,0,1
54819,20,0,0,0,1
54822,20,0,0,0,1
54836,20,0,0,0,1
54841,20,0,0,0,1
54848,5,0,0,0,1
54861,5,1,0,0,0
54874,15,1,0,0,0
55653,35,0,0,1,0
55759,40,0,0,1,0
55768,45,0,0,1,0
55786,60,0,0,1,0
55799,70,0,0,1,0
55805,60,0,0,1,0
55816,15,0,0,1,0
55828,50,0,0,1,0
55841,50,0,0,1,0
55858,55,0,0,0,1
55863,50,0,1,0,0
55889,10,0,1,0,0
55896,4,1,0,0,0
55934,2,0,0,0,1
55987,6,0,0,1,0
56074,6,0,0,0,1
56097,6,0,0,0,1
56133,3,0,0,1,0
56144,10,0,0,1,0
56150,13,0,0,1,0
56159,11,0,0,1,0
56169,152,0,1,0,0
56399,3,0,1,0,0
56413,32,0,0,0,1
56423,27,0,0,0,1
56424,13,0,0,0,1
56449,32,1,0,0,0
56466,12,0,1,0,0
56471,25,0,0,0,0
56757,2,0,0,0,1
56767,3,0,0,0,1
56768,1,0,0,0,1
56783,30,0,0,1,0
56798,3,0,1,0,0
56876,36,0,1,0,0
56882,22,0,1,0,0
56893,35,0,1,0,0
56902,45,0,0,1,0
56909,22,0,0,0,1
56920,58,0,0,1,0
56924,23,0,0,1,0
56937,71,0,0,0,1
56940,39,0,1,0,0
56954,47,0,1,0,0
56955,84,0,1,0,0
56969,45,1,0,0,0
56980,23,1,0,0,0
56988,12,1,0,0,0
57005,31,1,0,0,0
57721,1,0,0,0,1
57741,4,0,0,1,0
57763,2,1,0,0,0
57787,1,1,0,0,0
58195,25,0,1,0,0
58206,23,0,0,1,0
58348,3,0,0,1,0
58367,4,1,0,0,0
58376,1,1,0,0,0
58409,5,0,0,1,0
58456,3,0,0,0,1
58477,1,0,0,0,1
58490,3,0,0,1,0
58494,1,0,0,1,0
58498,1,0,1,0,0
58505,1,1,0,0,0
58507,4,1,0,0,0
58785,13,0,0,1,0
58792,4,0,0,0,1
58810,1,0,0,0,1
58819,11,0,0,0,1
58826,1,0,0,0,1
58899,16,1,0,0,0
58915,8,1,0,0,0
59052,3,0,0,1,0
59062,18,0,0,1,0
59072,13,0,0,1,0
59077,5,0,0,0,1
59094,7,0,0,0,1
59103,3,0,0,0,1
59121,4,0,0,0,1
59135,2,0,0,0,1
59140,10,0,0,0,1
59150,7,0,0,0,1
59173,2,0,0,0,1
59187,6,0,0,1,0
59203,3,0,1,0,0
59208,3,1,0,0,0
59239,1,1,0,0,0
59635,1,0,0,0,1
59647,5,0,0,0,0
59655,42,0,1,0,0
59669,46,1,0,0,0
59680,2,1,0,0,0
59950,1,0,0,0,1
59977,2,0,0,0,1
59994,6,0,0,0,1
60008,50,0,0,0,1
60017,60,0,0,0,1
60019,60,0,0,0,1
60040,60,0,0,0,1
60051,20,1,0,0,0
60056,45,1,0,0,0
60067,12,1,0,0,0
60091,10,1,0,0,0
60410,1,0,0,1,0
60642,20,0,0,1,0
60667,30,1,0,0,0
60684,4,1,0,0,0
60836,2,0,1,0,0
61255,20,0,0,1,0
61257,35,0,0,1,0
61264,23,0,0,0,1
61267,21,0,0,0,1
61274,15,0,0,0,1
61279,20,0,0,0,1
61285,16,0,0,0,1
61291,15,0,0,0,1
61295,10,0,0,0,1
61301,31,0,0,1,0
61309,50,0,1,0,0
61881,45,0,0,0,1
61889,26,0,0,0,1
61901,27,0,0,0,1
61907,12,0,0,0,1
61915,24,1,0,0,0
61926,50,1,0,0,0
62030,1,0,0,1,0
62051,1,0,0,0,0
62059,4,1,0,0,0
62078,1,1,0,0,0
62182,3,0,0,1,0
62192,30,0,0,1,0
62207,30,0,0,0,1
62213,22,0,0,0,1
62287,6,0,0,1,0
62293,14,0,0,0,1
62322,10,0,1,0,0
62841,1,0,0,0,1
62896,1,0,0,0,1
62898,2,0,0,1,0
62903,2,0,0,1,0
62912,2,0,0,1,0
62915,1,0,0,1,0
62921,2,0,0,1,0
62974,5,0,0,1,0
62980,16,0,0,1,0
62981,20,0,0,1,0
62990,30,0,0,0,1
63494,2,0,0,1,0
63523,18,1,0,0,0
63528,1,1,0,0,0
63672,5,0,1,0,0
63778,2,0,0,1,0
63789,2,0,0,1,0
63798,2,0,0,1,0
63804,2,0,0,1,0
63819,2,0,0,0,1
63820,12,0,0,1,0
63833,8,0,0,0,1
63903,8,0,0,1,0
63912,2,0,0,1,0
63938,4,1,0,0,0
64098,2,0,0,0,1
64120,4,0,0,0,1
64144,8,0,0,0,1
64151,1,0,0,0,1
64153,1,0,0,0,1
64159,1,0,0,0,1
64166,10,0,0,0,1
64172,3,0,0,0,1
64183,5,0,0,0,1
64192,4,0,0,0,1
64200,7,0,0,0,1
64213,30,0,0,0,1
64223,6,0,0,0,1
64233,3,0,0,0,1
64244,12,0,0,0,1
64250,8,0,0,0,1
64263,8,0,0,0,1
64271,15,0,0,1,0
64275,12,0,0,1,0
64286,6,0,0,1,0
64287,23,0,0,1,0
64302,18,0,0,1,0
64313,25,0,1,0,0
64320,8,0,1,0,0
64330,9,0,1,0,0
64337,9,0,1,0,0
64349,3,0,1,0,0
64354,5,0,1,0,0
64365,4,1,0,0,0
64372,1,0,1,0,0
64391,3,0,1,0,0
64396,6,1,0,0,0
64402,6,1,0,0,0
64411,6,1,0,0,0
64420,2,1,0,0,0
64427,2,0,1,0,0
64441,2,1,0,0,0
64494,2,1,0,0,0
64516,10,1,0,0,0
64553,1,0,0,0,1
64563,19,0,0,0,1
64569,35,0,0,0,1
64591,35,0,0,0,0
64604,14,0,0,1,0
64618,6,1,0,0,0
64638,5,1,0,0,0
64666,3,1,0,0,0
65372,3,0,0,0,1
65780,3,0,0,1,0
65798,1,0,0,1,0
65828,1,0,0,1,0
65878,1,0,0,0,1
65884,1,0,0,1,0
66087,9,0,0,0,1
66108,1,0,0,0,1
66113,12,0,0,0,1
66140,5,0,0,0,1
66148,5,0,0,0,1
66156,2,0,0,0,1
66170,4,0,0,0,1
66174,7,0,0,0,1
66186,7,0,0,0,1
66196,5,0,0,1,0
66204,13,0,1,0,0
66216,1,1,0,0,0
66269,3,0,0,0,1
66273,4,0,0,0,1
66282,3,0,0,1,0
66293,1,0,0,1,0
66299,5,0,0,0,1
66309,2,0,0,1,0
66319,7,0,0,1,0
66323,9,0,0,1,0
66332,7,0,0,1,0
66335,7,0,0,1,0
66342,24,0,0,0,1
66353,32,0,0,0,1
66363,18,0,0,0,1
66370,14,0,0,0,1
66373,16,0,0,0,1
66382,24,0,0,0,1
66388,24,0,0,1,0
66392,32,0,0,1,0
66401,32,0,0,1,0
66428,4,0,1,0,0
66434,14,0,1,0,0
66443,4,0,0,1,0
66450,20,0,0,1,0
66845,2,1,0,0,0
66864,1,1,0,0,0
67106,2,0,0,0,0
67121,4,1,0,0,0
67136,14,0,0,1,0
67147,2,0,0,1,0
67160,11,0,0,0,1
67174,2,0,0,1,0
67180,2,0,0,0,1
67206,9,0,0,0,1
67213,12,0,0,0,1
67222,7,0,0,0,1
67228,2,0,1,0,0
67235,2,0,1,0,0
67256,6,1,0,0,0
67270,1,1,0,0,0
67293,14,0,0,0,1
67299,23,0,0,0,1
67310,14,0,0,1,0
67316,14,0,0,0,1
67332,20,0,0,0,1
67334,17,0,0,0,1
67353,23,0,0,0,1
67364,20,0,0,0,1
67374,23,0,0,0,1
67377,15,0,0,0,1
67396,28,0,0,0,1
67399,65,0,0,0,1
67619,6,0,1,0,0
68050,1,1,0,0,0
68061,3,1,0,0,0
68149,5,0,0,0,1
68150,40,0,0,0,1
68152,37,0,0,0,1
68156,36,0,0,0,1
68157,45,0,0,0,1
68159,34,0,0,0,1
68161,53,0,0,0,1
68162,72,0,0,0,1
68165,89,0,0,0,1
68169,84,0,0,0,1
68171,79,0,0,0,1
68174,50,0,0,0,1
68177,135,0,0,0,1
68181,73,0,0,0,1
68183,106,0,0,0,1
68331,2,0,0,1,0
68344,2,0,0,1,0
68379,6,1,0,0,0
68396,2,1,0,0,0
68418,2,1,0,0,0
68434,2,0,0,0,0
68438,4,0,0,1,0
68440,4,0,0,1,0
68447,5,0,0,1,0
68450,2,0,0,1,0
68459,2,0,0,0,1
68464,3,0,0,0,1
68468,3,0,0,1,0
68470,4,0,0,1,0
68477,2,0,0,0,0
68487,1,1,0,0,0
68491,2,0,0,0,0
68504,3,1,0,0,0
68592,6,0,0,0,1
68595,3,0,0,1,0
68609,12,0,0,1,0
68616,5,0,0,1,0
68629,3,0,0,1,0
68635,1,0,0,0,1
68641,2,0,0,0,1
68650,3,0,0,0,1
68666,1,0,1,0,0
68693,28,1,0,0,0
68977,1,1,0,0,0
69271,2,0,0,1,0
69449,4,0,0,1,0
69455,9,0,0,1,0
69469,15,0,0,1,0
69471,9,0,0,1,0
69486,11,0,0,0,1
69495,5,0,0,0,1
69499,4,0,0,1,0
69506,8,0,1,0,0
69611,1,1,0,0,0
69646,18,0,0,1,0
69837,2,0,1,0,0
69844,2,1,0,0,0
69921,1,1,0,0,0
70044,2,0,0,0,1
70052,30,0,1,0,0
70333,2,0,0,1,0
70362,10,0,1,0,0
70423,60,0,0,1,0
70995,37,0,1,0,0
71165,12,0,0,0,1
71644,2,1,0,0,0
71737,8,0,0,1,0
71748,12,0,0,1,0
71760,17,0,0,0,1
71770,20,0,0,0,1
71780,62,0,0,0,1
71794,12,0,0,0,1
71805,19,0,0,0,1
71823,5,0,0,1,0
71835,15,0,1,0,0
71857,40,1,0,0,0
71869,50,1,0,0,0
71917,2,1,0,0,0
71990,2,0,1,0,0
72023,1,0,1,0,0
72036,18,0,1,0,0
72080,5,0,0,0,1
72098,4,0,0,0,1
72110,5,0,0,0,1
72130,5,0,0,0,1
72144,20,0,0,0,1
72165,1,0,0,0,1
72181,3,0,1,0,0
72188,4,0,1,0,0
72226,20,0,0,1,0
72636,1,0,0,1,0
72808,7,0,0,1,0
72810,7,0,0,1,0
72821,16,0,0,1,0
72825,20,0,0,1,0
72829,14,0,0,0,1
72836,5,0,0,0,1
72839,12,0,0,0,1
72847,4,0,0,0,1
72850,15,0,0,0,1
72921,2,0,1,0,0
72946,1,0,0,1,0
72956,1,0,0,0,1
72998,1,0,0,0,0
73008,3,0,0,1,0
73016,1,0,0,1,0
73028,20,0,1,0,0
73355,40,0,0,1,0
73672,10,0,0,0,1
73673,15,0,0,0,1
73679,7,0,0,0,1
73685,11,0,0,0,1
73691,7,0,0,0,1
73699,21,0,0,0,1
73703,5,0,0,0,1
73705,5,0,0,0,1
73728,25,1,0,0,0
73730,15,1,0,0,0
73754,6,1,0,0,0
73804,4,0,1,0,0
73805,30,0,0,1,0
73812,30,0,0,0,0
73847,3,0,1,0,0
73856,10,0,0,1,0
73865,6,0,0,1,0
73870,4,0,0,1,0
73876,4,0,1,0,0
74552,2,0,0,0,0
74613,3,1,0,0,0
74626,4,0,0,1,0
74627,7,0,1,0,0
74639,3,0,0,1,0
74661,2,0,0,0,1
74671,3,0,0,0,1
74679,4,0,0,0,1
74688,5,0,0,0,1
74695,9,0,0,0,1
74703,10,0,0,0,1
74711,12,0,0,0,1
74722,6,0,0,0,1
74729,5,0,0,0,1
74738,25,0,0,0,1
74744,8,0,0,1,0
74760,41,0,1,0,0
74771,9,1,0,0,0
74777,3,1,0,0,0
74791,1,1,0,0,0
74989,1,0,0,1,0
75191,1,1,0,0,0
75263,3,0,0,0,1
75702,1,0,1,0,0
75733,2,0,0,1,0
75755,3,0,1,0,0
75764,1,0,1,0,0
75777,1,0,1,0,0
75789,1,0,1,0,0
75812,2,0,0,0,0
75834,3,0,0,1,0
75844,18,0,0,0,1
75856,80,0,0,1,0
75872,30,0,1,0,0
75908,34,1,0,0,0
75939,29,1,0,0,0
76375,3,1,0,0,0
76384,2,1,0,0,0
76402,3,0,0,0,1
76409,3,0,0,0,1
76834,10,0,0,1,0
76841,2,0,0,1,0
76852,15,0,0,1,0
76861,24,0,0,1,0
76932,12,0,0,0,1
76944,30,0,0,0,1
76946,15,0,0,0,1
76957,1,0,0,0,1
76962,25,0,0,0,1
76966,30,0,0,0,1
76972,4,0,0,0,1
76981,30,0,0,0,1
76984,10,0,0,0,1
76994,1,0,0,1,0
77138,30,0,1,0,0
77144,85,0,1,0,0
77152,4,1,0,0,0
77162,2,1,0,0,0
77259,1,0,0,0,1
77272,21,0,0,0,1
77276,21,0,0,0,1
77286,18,0,0,0,1
77287,26,0,0,0,0
77294,17,0,0,0,1
77295,13,0,0,0,1
77574,3,0,0,1,0
77578,2,0,1,0,0
77579,6,0,0,1,0
77582,5,0,0,0,1
77583,30,0,0,0,1
77593,15,0,0,0,1
77601,9,0,0,0,1
77608,60,0,0,0,1
77610,4,0,0,0,1
77615,3,0,0,1,0
77621,5,0,1,0,0
77627,12,1,0,0,0
77638,3,1,0,0,0
77780,35,0,0,0,1
77787,52,0,0,0,1
77989,25,0,0,1,0
77999,3,0,0,1,0
78017,15,0,0,1,0
78027,25,0,0,1,0
78035,30,0,0,0,1
78044,60,0,0,1,0
78059,13,0,0,0,1
78066,6,0,0,0,1
78079,15,0,0,0,1
78085,20,0,0,0,1
78105,25,0,0,0,1
78112,25,0,0,0,1
78126,30,0,0,0,1
78137,50,0,0,0,1
78140,50,0,0,0,1
78172,15,0,0,0,1
78189,17,0,0,1,0
78209,30,0,1,0,0
78215,4,1,0,0,0
78353,1,0,0,1,0
78585,5,0,1,0,0
78595,7,0,1,0,0
78608,1,0,0,1,0
78629,5,1,0,0,0
78632,2,1,0,0,0
78673,1,0,1,0,0
78688,3,0,0,1,0
78700,8,0,0,0,1
78705,25,0,0,0,1
78708,8,0,0,0,1
78721,5,0,0,0,1
78727,25,0,0,0,1
78732,21,0,0,0,1
78739,30,0,0,0,1
78742,50,0,0,1,0
78753,25,0,1,0,0
78822,2,0,0,1,0
78857,4,1,0,0,0
78861,3,1,0,0,0
79063,1,0,0,1,0
79073,2,0,0,0,1
79078,4,0,0,0,1
79095,2,0,0,0,1
79107,1,0,0,0,1
79139,4,0,0,0,1
79149,2,0,0,0,1
79158,16,1,0,0,0
79251,4,0,0,0,1
79253,4,0,0,0,1
79263,2,0,0,0,1
79280,2,0,0,0,1
79294,1,0,1,0,0
79310,7,1,0,0,0
79311,2,1,0,0,0
79800,1,0,1,0,0
79809,10,0,1,0,0
79940,22,0,0,1,0
80004,2,0,0,1,0
80013,6,0,0,0,1
80020,102,0,0,1,0
80029,47,0,0,1,0
80045,6,1,0,0,0
80054,52,1,0,0,0
80068,72,1,0,0,0
80082,11,1,0,0,0
80106,1,1,0,0,0
80114,1,1,0,0,0
80314,20,0,0,1,0
80322,10,0,1,0,0
80334,20,0,1,0,0
80355,30,0,1,0,0
80365,30,1,0,0,0
80372,10,0,0,0,0
80383,6,1,0,0,0
80572,5,0,1,0,0
80599,2,1,0,0,0
80803,1,0,0,1,0
80936,28,1,0,0,0
80947,39,0,1,0,0
80957,29,0,0,0,0
80967,67,0,1,0,0
80979,75,0,0,0,0
80990,123,0,0,0,0
81001,63,0,0,0,0
81010,95,0,0,0,0
81027,58,0,0,0,0
81034,34,0,0,0,0
81051,15,0,0,0,0
81055,1,0,1,0,0
81067,1,0,0,0,0
81125,1,0,0,0,1
81128,3,0,0,0,1
81139,20,0,0,0,1
81146,30,0,0,0,1
81170,1,0,0,1,0
81215,3,0,0,1,0
81223,9,0,0,0,1
81233,12,0,0,0,1
81242,4,0,0,0,1
81248,24,0,0,0,1
81260,15,0,0,0,1
81270,10,0,0,0,1
81279,20,0,0,0,1
81286,10,0,0,0,1
81295,15,0,0,0,1
81301,15,0,0,0,1
81317,2,0,0,0,1
81326,17,0,0,0,1
81332,80,0,0,0,1
81351,36,0,1,0,0
81355,5,1,0,0,0
81618,6,0,1,0,0
81637,1,1,0,0,0
81653,2,0,1,0,0
81658,5,0,1,0,0
81671,35,0,0,1,0
81675,68,0,0,0,1
81685,60,0,0,0,1
81695,56,0,0,0,1
81707,51,0,0,0,1
81716,18,0,0,0,1
81729,20,0,0,0,1
81733,41,0,0,0,1
81747,32,0,0,0,1
81757,14,0,0,1,0
81769,24,0,0,1,0
81782,10,1,0,0,0
81788,15,1,0,0,0
81835,1,1,0,0,0
81838,4,0,0,1,0
81942,1,0,0,0,1
81950,3,0,0,0,1
81959,4,0,0,0,1
81977,7,0,0,0,1
81994,17,0,0,0,1
81998,2,0,1,0,0
82881,11,1,0,0,0
82924,2,0,0,1,0
82934,23,0,0,1,0
82940,80,0,0,1,0
82950,50,0,0,0,1
82966,40,0,0,0,1
82971,50,0,0,0,1
82984,60,0,0,0,1
82990,45,0,0,0,1
82994,45,0,0,0,1
83006,50,0,0,0,1
83011,50,0,0,0,1
83027,65,0,0,0,1
83041,40,0,0,1,0
83057,65,0,1,0,0
83060,30,1,0,0,0
83199,2,0,0,0,0
83349,1,1,0,0,0
83588,32,0,0,0,0
83593,30,0,0,0,0
83609,35,0,0,0,1
83613,27,0,0,0,1
83625,34,0,0,0,1
83633,33,0,0,0,1
83640,32,0,0,0,0
83653,28,0,0,0,0
83657,60,0,0,0,0
83673,30,0,0,0,0
83681,5,0,0,0,0
83687,80,0,0,0,0
83694,150,0,0,0,0
83708,6,0,0,0,0
83726,8,1,0,0,0
83881,1,0,0,0,1
83900,1,0,0,0,1
83906,2,0,0,0,1
83928,1,0,0,1,0
83961,2,0,0,1,0
84245,8,0,1,0,0
84265,8,0,1,0,0
84270,4,0,1,0,0
84283,20,0,1,0,0
84290,6,0,1,0,0
84301,20,0,0,1,0
84313,20,0,0,0,0
84381,2,0,0,1,0
84473,1,0,0,0,1
84489,1,0,1,0,0
84508,2,1,0,0,0
84529,2,1,0,0,0
84548,8,0,0,1,0
84564,8,0,0,0,1
84675,6,0,0,0,1
84853,3,0,0,1,0
85035,1,0,1,0,0
85038,1,0,1,0,0
85102,1,0,0,1,0
85109,10,0,0,1,0
85112,50,0,0,1,0
85116,20,0,1,0,0
85120,12,0,1,0,0
85173,7,1,0,0,0
85516,1,0,0,1,0
85536,2,0,0,1,0
85548,2,0,0,0,1
85554,1,0,0,0,1
85560,2,0,0,0,1
85571,3,0,0,0,1
85574,40,0,0,0,1
85584,40,0,0,0,1
85591,40,0,0,1,0
85604,35,0,0,0,1
85614,5,0,0,0,1
85625,3,0,0,1,0
85707,3,0,0,1,0
85718,5,0,0,0,1
85729,14,0,0,1,0
85741,18,0,0,1,0
85750,9,0,0,0,1
85761,18,0,0,1,0
85779,36,0,0,0,1
85788,16,0,0,0,1
85803,24,0,0,0,1
85820,10,0,0,1,0
85829,7,0,1,0,0
85840,4,1,0,0,0
85851,1,1,0,0,0
85866,1,1,0,0,0
86201,4,0,0,0,0
86220,1,0,0,0,0
86298,3,0,0,1,0
86299,1,0,1,0,0
86310,24,0,0,1,0
86318,14,0,0,1,0
